"plot";"subplot";"Plant";"indv";"seeds";"fruits";"x_coor2";"y_coor2";"seed.indv";"Bee";"Beetle";"Butterfly";"Fly";"<NA>";"distance";"n_neighbors";"n_neighbors_total";"distance_total";"n_neighbors_inter";"n_neighbors_intra"
3;"B4";"PUPA";5;6;13;"80";"59";78;2;0;0;0;0;"g";6;6;"g";6;0
3;"B4";"CETE";6;111;2;"80";"59";222;0;0;0;0;0;"g";5;5;"g";5;1
3;"B4";"CHMI";1;14;3;"80";"59";42;0;0;0;0;0;"g";13;13;"g";13;0
3;"B4";"SCLA";4;31;2,5;"80";"59";77,5;0;0;0;0;0;"g";16;16;"g";16;0
3;"B5";"LEMA";28;59,3333333333333;5;"80";"60,5";296,666666666667;3;3;0;0;0;"g";9;9;"g";9;0
3;"B5";"PUPA";9;59;11,5;"80";"60,5";678,5;3;0;0;0;0;"g";6;6;"g";6;1
3;"B5";"BEMA";2;4;24;"80";"60,5";96;0;0;0;0;0;"g";10;10;"g";10;0
3;"B5";"SCLA";2;31;2;"80";"60,5";62;0;0;0;0;0;"g";12;12;"g";12;0
3;"C2";"LEMA";14;53;2;"81,5";"56";106;0;4;0;2;0;"g";5;5;"g";5;1
3;"C2";"BEMA";1;4;12;"81,5";"56";48;0;0;0;0;0;"g";1;1;"g";1;0
3;"C2";"CETE";3;111;11;"81,5";"56";1221;0;0;0;0;0;"g";8;8;"g";8;1
3;"C2";"SCLA";1;31;2;"81,5";"56";62;0;0;0;0;0;"g";5;5;"g";5;0
3;"C3";"LEMA";11;42;15;"81,5";"57,5";630;3;6;0;0;0;"g";3;3;"g";3;0
3;"C3";"CHFU";14;13;33;"81,5";"57,5";429;0;1;0;1;0;"g";6;6;"g";6;1
3;"C3";"BEMA";7;4;25;"81,5";"57,5";100;0;0;0;0;0;"g";7;7;"g";7;0
3;"C3";"CETE";1;111;7;"81,5";"57,5";777;0;0;0;0;0;"g";11;11;"g";11;0
3;"C3";"SCLA";2;31;3;"81,5";"57,5";93;0;0;0;0;0;"g";5;5;"g";5;0
3;"C3";"SOAS";1;55;2;"81,5";"57,5";110;0;0;0;0;0;"g";8;8;"g";8;0
3;"C4";"LEMA";10;40;1;"81,5";"59";40;0;7;0;0;0;"g";8;8;"g";8;0
3;"C4";"BEMA";5;4;5;"81,5";"59";20;0;0;0;0;0;"g";1;1;"g";1;1
3;"C4";"CETE";2;111;11;"81,5";"59";1221;0;0;0;0;0;"g";8;8;"g";8;3
3;"C4";"CHFU";1;32;4;"81,5";"59";128;0;0;0;0;0;"g";8;8;"g";8;1
3;"C4";"SOAS";1;55;15;"81,5";"59";825;0;0;0;0;0;"g";8;8;"g";8;0
3;"C5";"LEMA";39;58;10;"81,5";"60,5";580;0;1;0;0;0;"g";4;4;"g";4;1
3;"C5";"BEMA";2;4;14;"81,5";"60,5";56;0;0;0;0;0;"g";12;12;"g";12;2
3;"C5";"CETE";2;111;9;"81,5";"60,5";999;0;0;0;0;0;"g";5;5;"g";5;4
3;"C5";"CHFU";4;32;15;"81,5";"60,5";480;0;0;0;0;0;"g";16;16;"g";16;0
3;"C5";"PUPA";1;23;15;"81,5";"60,5";345;0;0;0;0;0;"g";10;10;"g";10;0
3;"D2";"LEMA";8;58;18;"83";"56";1044;1;3;0;0;0;"g";1;1;"g";1;0
3;"D2";"CETE";1;111;21;"83";"56";2331;0;0;0;0;0;"g";7;7;"g";7;0
3;"D2";"PUPA";1;23;22;"83";"56";506;0;0;0;0;0;"g";7;7;"g";7;0
3;"D3";"LEMA";10;58;6,5;"83";"57,5";377;0;4;0;0;0;"g";7;7;"g";7;0
3;"D3";"SCLA";2;31;8;"83";"57,5";248;0;0;0;0;0;"g";1;1;"g";1;0
3;"D4";"PUPA";3;23;7,5;"83";"59";172,5;2;0;0;0;0;"g";11;11;"g";11;0
3;"D4";"CHFU";3;32;13;"83";"59";416;0;0;0;1;0;"g";6;6;"g";6;0
3;"D4";"BEMA";1;4;27;"83";"59";108;0;0;0;0;0;"g";6;6;"g";6;0
3;"D4";"CETE";12;111;8;"83";"59";888;0;0;0;0;0;"g";5;5;"g";5;2
3;"D4";"LEMA";24;58;10;"83";"59";580;0;0;0;0;0;"g";3;3;"g";3;0
3;"D4";"SOAS";1;55;5;"83";"59";275;0;0;0;0;0;"g";9;9;"g";9;0
3;"D5";"PUPA";9;103;31,5;"83";"60,5";3244,5;6;0;0;0;0;"g";15;15;"g";15;4
3;"D5";"LEMA";36;35;4;"83";"60,5";140;0;2;0;2;0;"g";4;4;"g";4;2
3;"D5";"BEMA";3;4;50;"83";"60,5";200;0;0;0;0;0;"g";3;3;"g";3;0
3;"D5";"CETE";1;111;9;"83";"60,5";999;0;0;0;0;0;"g";8;8;"g";8;0
3;"E2";"LEMA";9;58;2;"84,5";"56";116;1;5;0;1;0;"g";1;1;"g";1;0
3;"E2";"PUPA";6;40;20,5;"84,5";"56";820;0;0;1;1;0;"g";13;13;"g";13;0
3;"E3";"LEMA";26;46;16;"84,5";"57,5";736;0;2;0;1;0;"g";0;0;"g";0;1
3;"E3";"BEMA";1;4;10;"84,5";"57,5";40;0;0;0;0;0;"g";3;3;"g";3;0
3;"E3";"CETE";5;111;8;"84,5";"57,5";888;0;0;0;0;0;"g";2;2;"g";2;1
3;"E3";"SOAS";1;55;3;"84,5";"57,5";165;0;0;0;0;0;"g";9;9;"g";9;0
3;"E4";"LEMA";37;58;9;"84,5";"59";522;0;3;0;0;0;"g";4;4;"g";4;2
3;"E4";"BEMA";2;4;86;"84,5";"59";344;0;0;0;0;0;"g";3;3;"g";3;0
3;"E4";"CETE";7;111;10;"84,5";"59";1110;0;0;0;0;0;"g";3;3;"g";3;1
3;"E4";"PUPA";3;23;6;"84,5";"59";138;0;0;0;0;0;"g";4;4;"g";4;0
3;"E5";"LEMA";53;67,5;6;"84,5";"60,5";405;0;2;0;0;0;"g";11;11;"g";11;1
3;"E5";"BEMA";2;4;120;"84,5";"60,5";480;0;0;0;0;0;"g";2;2;"g";2;0
3;"E5";"CETE";6;111;4;"84,5";"60,5";444;0;0;0;0;0;"g";4;4;"g";4;1
3;"E5";"PUPA";4;23;22;"84,5";"60,5";506;0;0;0;0;0;"g";8;8;"g";8;0
5;"B2";"BEMA";8;4;60;"124";"154";240;0;0;0;0;0;"g";9;9;"g";9;0
5;"B2";"CHFU";1;32;1;"124";"154";32;0;0;0;0;0;"g";11;11;"g";11;1
5;"B2";"LEMA";8;58;2;"124";"154";116;0;0;0;0;0;"g";6;6;"g";6;1
5;"B3";"BEMA";4;4;11;"124";"155,5";44;0;0;0;0;0;"g";6;6;"g";6;0
5;"B3";"LEMA";7;58;1;"124";"155,5";58;0;0;0;0;0;"g";6;6;"g";6;2
5;"B3";"PUPA";1;23;5;"124";"155,5";115;0;0;0;0;0;"g";5;5;"g";5;0
5;"B4";"LEMA";12;58;2;"124";"157";116;0;1;0;0;0;"g";7;7;"g";7;0
5;"B4";"BEMA";3;4;20;"124";"157";80;0;0;0;0;0;"g";11;11;"g";11;0
5;"B4";"CETE";1;111;7;"124";"157";777;0;0;0;0;0;"g";3;3;"g";3;0
5;"B4";"PUPA";1;23;4;"124";"157";92;0;0;0;0;0;"g";7;7;"g";7;0
5;"B5";"LEMA";3;58;1;"124";"158,5";58;0;3;0;1;0;"g";5;5;"g";5;0
5;"B5";"BEMA";2;4;14;"124";"158,5";56;0;0;0;0;0;"g";4;4;"g";4;0
5;"C2";"LEMA";9;51;1;"125,5";"154";51;0;1;0;0;0;"g";15;15;"g";15;0
5;"C2";"BEMA";6;4;10;"125,5";"154";40;0;0;0;0;0;"g";8;8;"g";8;1
5;"C3";"BEMA";10;4;17;"125,5";"155,5";68;0;0;0;0;0;"g";12;12;"g";12;1
5;"C3";"LEMA";10;58;1;"125,5";"155,5";58;0;0;0;0;0;"g";11;11;"g";11;0
5;"C3";"PUPA";1;23;6;"125,5";"155,5";138;0;0;0;0;0;"g";2;2;"g";2;0
5;"C4";"LEMA";8;39;4;"125,5";"157";156;0;3;0;0;0;"g";5;5;"g";5;0
5;"C4";"CHFU";1;32;6;"125,5";"157";192;0;0;0;0;0;"g";5;5;"g";5;0
5;"C5";"LEMA";6;13;4;"125,5";"158,5";52;0;0;0;1;0;"g";6;6;"g";6;0
5;"C5";"BEMA";7;4;5;"125,5";"158,5";20;0;0;0;0;0;"g";11;11;"g";11;0
5;"C5";"CETE";1;111;4,5;"125,5";"158,5";499,5;0;0;0;0;0;"g";5;5;"g";5;6
5;"C5";"CHFU";1;32;3;"125,5";"158,5";96;0;0;0;0;0;"g";11;11;"g";11;0
5;"D2";"LEMA";7;58;1;"127";"154";58;2;4;0;0;0;"g";8;8;"g";8;0
5;"D2";"BEMA";3;4;4;"127";"154";16;0;0;0;0;0;"g";14;14;"g";14;0
5;"D2";"CETE";1;111;7;"127";"154";777;0;0;0;0;0;"g";6;6;"g";6;0
5;"D3";"BEMA";2;4;11;"127";"155,5";44;0;0;0;0;0;"g";11;11;"g";11;0
5;"D3";"LEMA";5;58;1;"127";"155,5";58;0;0;0;0;0;"g";9;9;"g";9;1
5;"D4";"BEMA";8;4;16;"127";"157";64;0;0;0;0;0;"g";12;12;"g";12;1
5;"D4";"LEMA";5;58;1;"127";"157";58;0;0;0;0;0;"g";14;14;"g";14;0
5;"D5";"LEMA";9;58;1;"127";"158,5";58;0;2;0;0;0;"g";8;8;"g";8;0
5;"E2";"BEMA";6;4;7;"128,5";"154";28;0;0;0;0;0;"g";4;4;"g";4;2
5;"E2";"LEMA";6;58;1;"128,5";"154";58;0;0;0;0;0;"g";6;6;"g";6;2
5;"E3";"BEMA";6;4;26;"128,5";"155,5";104;0;0;0;0;0;"g";12;12;"g";12;1
5;"E3";"CETE";1;111;4;"128,5";"155,5";444;0;0;0;0;0;"g";6;6;"g";6;0
5;"E3";"LEMA";13;58;1;"128,5";"155,5";58;0;0;0;0;0;"g";7;7;"g";7;0
5;"E4";"BEMA";6;4;28;"128,5";"157";112;0;0;0;0;0;"g";11;11;"g";11;0
5;"E4";"CETE";1;111;4;"128,5";"157";444;0;0;0;0;0;"g";6;6;"g";6;0
5;"E4";"LEMA";12;58;1;"128,5";"157";58;0;0;0;0;0;"g";15;15;"g";15;0
5;"E4";"PUPA";1;23;3;"128,5";"157";69;0;0;0;0;0;"g";6;6;"g";6;0
5;"E5";"BEMA";1;4;7;"128,5";"158,5";28;0;0;0;0;0;"g";7;7;"g";7;1
5;"E5";"LEMA";10;58;8;"128,5";"158,5";464;0;0;0;0;0;"g";5;5;"g";5;0
6;"B5";"PUPA";1;23;19;"144";"160,5";437;0;0;0;0;0;"g";9;9;"g";9;0
6;"C3";"PUPA";1;23;8;"145,5";"157,5";184;0;0;0;0;0;"g";6;6;"g";6;0
7;"B2";"LEMA";28;58;6;"235";"289";348;2;3;0;0;0;"g";2;2;"g";2;3
7;"B2";"BEMA";2;4;67;"235";"289";268;0;0;0;0;0;"g";10;10;"g";10;0
7;"B2";"CETE";1;111;2;"235";"289";222;0;0;0;0;0;"g";4;4;"g";4;0
7;"B2";"CHFU";1;32;4;"235";"289";128;0;0;0;0;0;"g";3;3;"g";3;0
7;"B2";"PUPA";1;23;6;"235";"289";138;0;0;0;0;0;"g";5;5;"g";5;3
7;"B2";"SCLA";12;31;1;"235";"289";31;0;0;0;0;0;"g";5;5;"g";5;0
7;"B3";"LEMA";20;58;5;"235";"290,5";290;10;1;0;0;0;"g";5;5;"g";5;3
7;"B3";"BEMA";5;4;80;"235";"290,5";320;0;0;0;0;0;"g";6;6;"g";6;0
7;"B3";"CETE";3;111;16;"235";"290,5";1776;0;0;0;0;0;"g";3;3;"g";3;0
7;"B3";"PUPA";22;23;10;"235";"290,5";230;0;0;0;0;0;"g";7;7;"g";7;0
7;"B3";"SCLA";3;31;1;"235";"290,5";31;0;0;0;0;0;"g";8;8;"g";8;0
7;"B3";"SOAS";1;55;3;"235";"290,5";165;0;0;0;0;0;"g";11;11;"g";11;0
7;"B3";"SPRU";88;24;40;"235";"290,5";960;0;0;0;0;0;"g";1;1;"g";1;8
7;"B4";"LEMA";42;73;7;"235";"292";511;3;2;0;0;0;"g";2;2;"g";2;3
7;"B4";"BEMA";12;4;30;"235";"292";120;0;0;0;0;0;"g";7;7;"g";7;0
7;"B4";"CETE";39;111;10;"235";"292";1110;0;0;0;0;0;"g";5;5;"g";5;0
7;"B4";"CHFU";20;32;1;"235";"292";32;0;0;0;0;0;"g";3;3;"g";3;2
7;"B4";"MESU";14;1;3;"235";"292";3;0;0;0;0;0;"g";3;3;"g";3;5
7;"B4";"PUPA";1;23;4;"235";"292";92;0;0;0;0;0;"g";6;6;"g";6;0
7;"B4";"SCLA";3;31;1;"235";"292";31;0;0;0;0;0;"g";10;10;"g";10;0
7;"B4";"SPRU";4;24;30;"235";"292";720;0;0;0;0;0;"g";4;4;"g";4;0
7;"B5";"LEMA";7;13;3;"235";"293,5";39;10;3;0;0;0;"g";1;1;"g";1;3
7;"B5";"BEMA";8;4;45;"235";"293,5";180;0;0;0;0;0;"g";11;11;"g";11;1
7;"B5";"CETE";68;111;16;"235";"293,5";1776;0;0;0;0;0;"g";12;12;"g";12;0
7;"B5";"CHFU";7;32;1;"235";"293,5";32;0;0;0;0;0;"g";8;8;"g";8;0
7;"B5";"PUPA";5;23;6;"235";"293,5";138;0;0;0;0;0;"g";5;5;"g";5;2
7;"B5";"SCLA";3;31;1;"235";"293,5";31;0;0;0;0;0;"g";12;12;"g";12;0
7;"B5";"SPRU";17;24;60;"235";"293,5";1440;0;0;0;0;0;"g";8;8;"g";8;1
7;"C2";"LEMA";28;50;5;"236,5";"289";250;2;1;0;0;0;"g";4;4;"g";4;2
7;"C2";"BEMA";4;4;56;"236,5";"289";224;0;0;0;2;0;"g";5;5;"g";5;0
7;"C2";"CETE";1;111;9;"236,5";"289";999;0;0;0;0;0;"g";3;3;"g";3;0
7;"C2";"CHFU";7;32;4;"236,5";"289";128;0;0;0;0;0;"g";3;3;"g";3;1
7;"C2";"MESU";26;1;9;"236,5";"289";9;0;0;0;0;0;"g";3;3;"g";3;0
7;"C2";"PUPA";2;23;13;"236,5";"289";299;0;0;0;0;0;"g";6;6;"g";6;0
7;"C2";"SCLA";2;31;1;"236,5";"289";31;0;0;0;0;0;"g";6;6;"g";6;2
7;"C2";"SOAS";1;55;1;"236,5";"289";55;0;0;0;0;0;"g";5;5;"g";5;0
7;"C3";"LEMA";24;58;2;"236,5";"290,5";116;0;1;0;0;0;"g";5;5;"g";5;2
7;"C3";"BEMA";10;4;18;"236,5";"290,5";72;0;0;0;0;0;"g";6;6;"g";6;0
7;"C3";"CETE";7;111;1;"236,5";"290,5";111;0;0;0;0;0;"g";5;5;"g";5;0
7;"C3";"CHFU";1;32;2;"236,5";"290,5";64;0;0;0;0;0;"g";6;6;"g";6;0
7;"C3";"MESU";4;1;40;"236,5";"290,5";40;0;0;0;0;0;"g";6;6;"g";6;0
7;"C3";"PUPA";18;23;7;"236,5";"290,5";161;0;0;0;0;0;"g";3;3;"g";3;6
7;"C3";"SOAS";2;55;1;"236,5";"290,5";55;0;0;0;0;0;"g";11;11;"g";11;0
7;"C3";"SPRU";14;24;34;"236,5";"290,5";816;0;0;0;0;0;"g";9;9;"g";9;0
7;"C4";"CETE";15;0;4;"236,5";"292";0;1;0;0;0;0;"g";6;6;"g";6;2
7;"C4";"LEMA";36;58;2;"236,5";"292";116;4;3;0;1;0;"g";4;4;"g";4;5
7;"C4";"BEMA";11;4;40;"236,5";"292";160;0;0;0;0;0;"g";5;5;"g";5;0
7;"C4";"CHFU";1;32;1;"236,5";"292";32;0;0;0;0;0;"g";6;6;"g";6;0
7;"C4";"MESU";3;1;27;"236,5";"292";27;0;0;0;0;0;"g";5;5;"g";5;0
7;"C4";"PUPA";3;23;4;"236,5";"292";92;0;0;0;0;0;"g";8;8;"g";8;0
7;"C4";"SCLA";5;31;2;"236,5";"292";62;0;0;0;0;0;"g";3;3;"g";3;0
7;"C4";"SOAS";1;55;1;"236,5";"292";55;0;0;0;0;0;"g";12;12;"g";12;0
7;"C5";"LEMA";48;49;1;"236,5";"293,5";49;0;1;0;0;0;"g";5;5;"g";5;3
7;"C5";"BEMA";17;4;10;"236,5";"293,5";40;0;0;0;0;0;"g";8;8;"g";8;0
7;"C5";"CETE";29;111;6;"236,5";"293,5";666;0;0;0;0;0;"g";5;5;"g";5;0
7;"C5";"PUPA";15;23;4;"236,5";"293,5";92;0;0;0;0;0;"g";2;2;"g";2;3
7;"C5";"SCLA";2;31;1;"236,5";"293,5";31;0;0;0;0;0;"g";14;14;"g";14;0
7;"C5";"SPRU";12;24;40;"236,5";"293,5";960;0;0;0;0;0;"g";3;3;"g";3;2
7;"D2";"BEMA";5;4;21;"238";"289";84;0;0;0;0;0;"g";5;5;"g";5;0
7;"D2";"CETE";1;111;22;"238";"289";2442;0;0;0;0;0;"g";6;6;"g";6;0
7;"D2";"CHFU";6;32;3;"238";"289";96;0;0;0;0;0;"g";4;4;"g";4;0
7;"D2";"LEMA";16;58;2;"238";"289";116;0;0;0;0;0;"g";6;6;"g";6;0
7;"D2";"MESU";14;1;12;"238";"289";12;0;0;0;0;0;"g";2;2;"g";2;1
7;"D2";"SCLA";6;31;1;"238";"289";31;0;0;0;0;0;"g";4;4;"g";4;1
7;"D2";"SOAS";2;55;5;"238";"289";275;0;0;0;0;0;"g";6;6;"g";6;0
7;"D2";"SPRU";16;24;93;"238";"289";2232;0;0;0;0;0;"g";8;8;"g";8;0
7;"D3";"BEMA";6;4;16;"238";"290,5";64;0;0;0;0;0;"g";5;5;"g";5;3
7;"D3";"CETE";20;111;6;"238";"290,5";666;0;0;0;0;0;"g";5;5;"g";5;4
7;"D3";"CHFU";1;32;1;"238";"290,5";32;0;0;0;0;0;"g";10;10;"g";10;0
7;"D3";"LEMA";40;58;2;"238";"290,5";116;0;0;0;0;0;"g";8;8;"g";8;1
7;"D3";"PUPA";6;23;5,5;"238";"290,5";126,5;0;0;0;0;0;"g";5;5;"g";5;0
7;"D3";"SCLA";1;31;1;"238";"290,5";31;0;0;0;0;0;"g";7;7;"g";7;0
7;"D4";"LEMA";55;58;2;"238";"292";116;0;2;0;1;0;"g";1;1;"g";1;5
7;"D4";"BEMA";6;4;33;"238";"292";132;0;0;0;0;0;"g";6;6;"g";6;1
7;"D4";"CETE";13;111;15;"238";"292";1665;0;0;0;0;0;"g";5;5;"g";5;0
7;"D4";"MESU";12;1;13;"238";"292";13;0;0;0;0;0;"g";3;3;"g";3;2
7;"D4";"PUPA";1;23;8;"238";"292";184;0;0;0;0;0;"g";7;7;"g";7;2
7;"D4";"SCLA";45;31;1;"238";"292";31;0;0;0;0;0;"g";6;6;"g";6;1
7;"D4";"SPRU";30;24;15;"238";"292";360;0;0;0;0;0;"g";6;6;"g";6;0
7;"D5";"LEMA";72;58;3;"238";"293,5";174;3;2;0;0;0;"g";13;13;"g";13;0
7;"D5";"BEMA";13;4;60;"238";"293,5";240;0;0;0;0;0;"g";8;8;"g";8;2
7;"D5";"CETE";8;111;8;"238";"293,5";888;0;0;0;0;0;"g";1;1;"g";1;2
7;"D5";"MESU";13;1;9;"238";"293,5";9;0;0;0;0;0;"g";6;6;"g";6;0
7;"D5";"PUPA";1;23;7;"238";"293,5";161;0;0;0;0;0;"g";2;2;"g";2;1
7;"D5";"SCLA";2;31;1;"238";"293,5";31;0;0;0;0;0;"g";23;23;"g";23;0
7;"D5";"SPRU";19;24;76;"238";"293,5";1824;0;0;0;0;0;"g";14;14;"g";14;1
7;"E2";"LEMA";32;58;6;"239,5";"289";348;0;6;0;1;0;"g";7;7;"g";7;1
7;"E2";"BEMA";3;4;26;"239,5";"289";104;0;0;0;0;0;"g";8;8;"g";8;0
7;"E2";"CETE";6;111;11;"239,5";"289";1221;0;0;0;0;0;"g";5;5;"g";5;0
7;"E2";"CHFU";3;32;4;"239,5";"289";128;0;0;0;0;0;"g";5;5;"g";5;0
7;"E2";"MESU";12;1;8;"239,5";"289";8;0;0;0;0;0;"g";3;3;"g";3;0
7;"E2";"PUPA";4;23;14;"239,5";"289";322;0;0;0;0;0;"g";2;2;"g";2;1
7;"E2";"SCLA";1;31;1;"239,5";"289";31;0;0;0;0;0;"g";7;7;"g";7;0
7;"E2";"SOAS";2;55;10;"239,5";"289";550;0;0;0;0;0;"g";5;5;"g";5;0
7;"E2";"SPRU";68;24;33;"239,5";"289";792;0;0;0;0;0;"g";0;0;"g";0;7
7;"E3";"BEMA";4;4;16;"239,5";"290,5";64;0;0;0;0;0;"g";7;7;"g";7;1
7;"E3";"CETE";21;111;26;"239,5";"290,5";2886;0;0;0;0;0;"g";4;4;"g";4;2
7;"E3";"CHFU";1;32;2;"239,5";"290,5";64;0;0;0;0;0;"g";8;8;"g";8;0
7;"E3";"LEMA";24;58;1;"239,5";"290,5";58;0;0;0;0;0;"g";7;7;"g";7;3
7;"E3";"MESU";14;1;16;"239,5";"290,5";16;0;0;0;0;0;"g";6;6;"g";6;0
7;"E3";"PUPA";8;23;8;"239,5";"290,5";184;0;0;0;0;0;"g";9;9;"g";9;3
7;"E3";"SOAS";2;55;3;"239,5";"290,5";165;0;0;0;0;0;"g";4;4;"g";4;1
7;"E3";"SPRU";14;24;60;"239,5";"290,5";1440;0;0;0;0;0;"g";5;5;"g";5;1
7;"E4";"LEMA";52;58;3;"239,5";"292";174;0;3;0;1;0;"g";3;3;"g";3;1
7;"E4";"CHFU";2;17;6;"239,5";"292";102;0;0;0;1;0;"g";5;5;"g";5;0
7;"E4";"BEMA";8;4;24;"239,5";"292";96;0;0;0;0;0;"g";4;4;"g";4;0
7;"E4";"CETE";4;111;14;"239,5";"292";1554;0;0;0;0;0;"g";6;6;"g";6;1
7;"E4";"MESU";26;1;7;"239,5";"292";7;0;0;0;0;0;"g";12;12;"g";12;0
7;"E4";"PUPA";9;23;7;"239,5";"292";161;0;0;0;0;0;"g";3;3;"g";3;2
7;"E4";"SCLA";2;31;1;"239,5";"292";31;0;0;0;0;0;"g";13;13;"g";13;0
7;"E4";"SOAS";1;55;2;"239,5";"292";110;0;0;0;0;0;"g";7;7;"g";7;0
7;"E4";"SPRU";13;24;43;"239,5";"292";1032;0;0;0;0;0;"g";20;20;"g";20;0
7;"E5";"LEMA";52;58;2;"239,5";"293,5";116;1;1;0;0;0;"g";0;0;"g";0;4
7;"E5";"CETE";5;111;4;"239,5";"293,5";444;0;0;0;0;0;"g";5;5;"g";5;0
7;"E5";"MESU";62;1;7;"239,5";"293,5";7;0;0;0;0;0;"g";7;7;"g";7;2
7;"E5";"PUPA";1;23;6;"239,5";"293,5";138;0;0;0;0;0;"g";4;4;"g";4;0
7;"E5";"SCLA";2;31;1;"239,5";"293,5";31;0;0;0;0;0;"g";10;10;"g";10;0
7;"E5";"SOAS";3;55;1;"239,5";"293,5";55;0;0;0;0;0;"g";8;8;"g";8;0
7;"E5";"SPRU";24;24;160;"239,5";"293,5";3840;0;0;0;0;0;"g";3;3;"g";3;2
8;"B2";"LEMA";40;58;5;"274";"270";290;0;5;0;0;0;"g";3;3;"g";3;2
8;"B2";"CHFU";12;79;5;"274";"270";395;0;0;0;1;0;"g";5;5;"g";5;1
8;"B2";"PUPA";12;34;14;"274";"270";476;0;0;0;5;0;"g";1;1;"g";1;0
8;"B2";"BEMA";13;4;9;"274";"270";36;0;0;0;0;0;"g";17;17;"g";17;0
8;"B2";"CETE";5;111;8;"274";"270";888;0;0;0;0;0;"g";0;0;"g";0;0
8;"B2";"MESU";6;1;73;"274";"270";73;0;0;0;0;0;"g";11;11;"g";11;0
8;"B2";"SOAS";10;55;4;"274";"270";220;0;0;0;0;0;"g";10;10;"g";10;0
8;"B2";"SPRU";14;24;96;"274";"270";2304;0;0;0;0;0;"g";10;10;"g";10;0
8;"B3";"LEMA";72;48;4;"274";"271,5";192;0;2;0;0;0;"g";4;4;"g";4;0
8;"B3";"BEMA";8;4;11;"274";"271,5";44;0;0;0;0;0;"g";11;11;"g";11;0
8;"B3";"CHFU";4;32;1;"274";"271,5";32;0;0;0;0;0;"g";6;6;"g";6;0
8;"B3";"SCLA";4;31;5;"274";"271,5";155;0;0;0;0;0;"g";4;4;"g";4;0
8;"B3";"SOAS";5;55;5;"274";"271,5";275;0;0;0;0;0;"g";4;4;"g";4;0
8;"B3";"SPRU";1;24;32;"274";"271,5";768;0;0;0;0;0;"g";15;15;"g";15;0
8;"B4";"MESU";12;1;34;"274";"273";34;1;0;0;0;0;"g";3;3;"g";3;0
8;"B4";"PUPA";19;1;4;"274";"273";4;1;0;0;0;0;"g";0;0;"g";0;1
8;"B4";"LEMA";31;58;4;"274";"273";232;0;4;0;0;0;"g";5;5;"g";5;0
8;"B4";"CHFU";13;20;3;"274";"273";60;0;0;0;1;0;"g";9;9;"g";9;0
8;"B4";"BEMA";9;4;15;"274";"273";60;0;0;0;0;0;"g";4;4;"g";4;2
8;"B4";"CETE";17;111;3;"274";"273";333;0;0;0;0;0;"g";3;3;"g";3;1
8;"B4";"SCLA";4;31;1;"274";"273";31;0;0;0;0;0;"g";11;11;"g";11;0
8;"B4";"SOAS";5;55;2;"274";"273";110;0;0;0;0;0;"g";7;7;"g";7;1
8;"B5";"PUPA";8;66;7;"274";"274,5";462;1;1;0;0;0;"g";0;0;"g";0;3
8;"B5";"LEMA";7;58;2;"274";"274,5";116;0;3;0;0;0;"g";17;17;"g";17;0
8;"B5";"CHFU";8;16;1;"274";"274,5";16;0;0;0;1;0;"g";21;21;"g";21;0
8;"B5";"BEMA";7;4;12;"274";"274,5";48;0;0;0;0;0;"g";12;12;"g";12;0
8;"B5";"CETE";19;111;4;"274";"274,5";444;0;0;0;0;0;"g";1;1;"g";1;0
8;"B5";"MESU";8;1;47;"274";"274,5";47;0;0;0;0;0;"g";5;5;"g";5;0
8;"B5";"SOAS";4;55;5;"274";"274,5";275;0;0;0;0;0;"g";11;11;"g";11;0
8;"C2";"LEMA";31;58;4;"275,5";"270";232;0;1;0;0;0;"g";8;8;"g";8;0
8;"C2";"CHFU";18;38;6;"275,5";"270";228;0;0;0;5;0;"g";5;5;"g";5;3
8;"C2";"MESU";7;1;30;"275,5";"270";30;0;0;0;0;0;"g";2;2;"g";2;1
8;"C2";"PUPA";7;23;6,5;"275,5";"270";149,5;0;0;0;0;0;"g";4;4;"g";4;1
8;"C2";"SCLA";3;31;1;"275,5";"270";31;0;0;0;0;0;"g";6;6;"g";6;0
8;"C2";"SOAS";16;55;2;"275,5";"270";110;0;0;0;0;0;"g";8;8;"g";8;0
8;"C2";"SPRU";25;24;36;"275,5";"270";864;0;0;0;0;0;"g";3;3;"g";3;4
8;"C3";"LEMA";24;58;3;"275,5";"271,5";174;0;1;0;0;0;"g";3;3;"g";3;0
8;"C3";"CHFU";4;7,5;4;"275,5";"271,5";30;0;0;0;3;0;"g";8;8;"g";8;2
8;"C3";"BEMA";9;4;3;"275,5";"271,5";12;0;0;0;0;0;"g";8;8;"g";8;0
8;"C3";"CETE";7;111;8;"275,5";"271,5";888;0;0;0;0;0;"g";1;1;"g";1;0
8;"C3";"PUPA";15;23;3;"275,5";"271,5";69;0;0;0;0;0;"g";3;3;"g";3;0
8;"C3";"SCLA";5;31;2;"275,5";"271,5";62;0;0;0;0;0;"g";10;10;"g";10;0
8;"C3";"SOAS";14;55;1;"275,5";"271,5";55;0;0;0;0;0;"g";12;12;"g";12;0
8;"C4";"LEMA";42;58;1;"275,5";"273";58;2;4;0;0;0;"g";5;5;"g";5;5
8;"C4";"CHFU";3;13;1;"275,5";"273";13;0;1;0;1;0;"g";9;9;"g";9;0
8;"C4";"BEMA";8;4;8;"275,5";"273";32;0;0;0;0;0;"g";9;9;"g";9;0
