"plot";"subplot";"Group";"Plant";"indv";"seeds";"fruits";"vis"
8;"D5";NA;"BEMA";13;52;13;0
8;"D5";NA;"CETE";39;1332;12;0
8;"D5";NA;"MESU";6;35;35;0
8;"D5";NA;"SCLA";1;62;2;0
8;"D5";NA;"SOAS";10;165;3;0
8;"D5";NA;"SPRU";7;360;15;0
8;"D6";"Beetle";"LEMA";21;232;4;6
8;"D6";"Fly";"LEMA";21;232;4;1
8;"D6";"Fly";"PUPA";66;0;2;3
8;"D6";NA;"BEMA";18;160;40;0
8;"D6";NA;"CETE";45;1998;18;0
8;"D6";NA;"CHFU";19;224;7;0
8;"D6";NA;"MESU";12;30;30;0
8;"D6";NA;"SCLA";3;62;2;0
8;"D6";NA;"SOAS";7;165;3;0
8;"E1";"Bee";"PUPA";1;15;5;1
8;"E1";"Beetle";"LEMA";50;174;3;2
8;"E1";"Fly";"CHFU";29;945;14;2
8;"E1";NA;"BEMA";4;72;18;0
8;"E1";NA;"CETE";10;1887;17;0
8;"E1";NA;"MESU";20;17;17;0
8;"E1";NA;"SOAS";6;220;4;0
8;"E1";NA;"SPRU";77;1776;74;0
8;"E2";"Bee";"PUPA";24;18;3;2
8;"E2";NA;"BEMA";2;24;6;0
8;"E2";NA;"CETE";15;333;3;0
8;"E2";NA;"CHFU";6;64;2;0
8;"E2";NA;"LEMA";20;58;1;0
8;"E2";NA;"MESU";4;14;14;0
8;"E2";NA;"SOAS";2;55;1;0
8;"E2";NA;"SPRU";12;552;23;0
8;"E3";"Bee";"PUPA";37;375;5;3
8;"E3";"Beetle";"LEMA";19;232;4;1
8;"E3";"Fly";"BEMA";19;100;25;6
8;"E3";"Fly";"CHFU";17;288;9;1
8;"E3";"Fly";"LEMA";19;232;4;2
8;"E3";NA;"CETE";26;1221;11;0
8;"E3";NA;"MESU";17;11;11;0
8;"E3";NA;"SCLA";3;31;1;0
8;"E4";"Beetle";"LEMA";26;174;3;3
8;"E4";"Fly";"LEMA";26;174;3;1
8;"E4";NA;"BEMA";9;28;7;0
8;"E4";NA;"CETE";57;1332;12;0
8;"E4";NA;"CHFU";12;224;7;0
8;"E4";NA;"MESU";7;22;22;0
8;"E4";NA;"PUPA";45;161;7;0
8;"E4";NA;"SPRU";3;240;10;0
8;"E5";"Bee";"LEMA";17;638;11;2
8;"E5";"Beetle";"LEMA";17;638;11;1
8;"E5";"Fly";"LEMA";17;638;11;3
8;"E5";"Fly";"PUPA";61;0;14;1
8;"E5";NA;"BEMA";6;24;6;0
8;"E5";NA;"CETE";24;1443;13;0
8;"E5";NA;"CHFU";12;64;2;0
8;"E5";NA;"MESU";12;10;10;0
8;"E5";NA;"SCLA";1;31;1;0
8;"E5";NA;"SOAS";7;220;4;0
8;"E5";NA;"SPRU";1;1152;48;0
8;"E6";NA;"BEMA";11;16;4;0
8;"E6";NA;"CETE";68;666;6;0
8;"E6";NA;"CHFU";5;32;1;0
8;"E6";NA;"LEMA";14;522;9;0
8;"E6";NA;"MESU";8;27;27;0
8;"E6";NA;"PUPA";70;161;7;0
8;"E6";NA;"SOAS";8;220;4;0
8;"F1";"Bee";"PUPA";6;123,407407407407;7,25925925925926;2
8;"F1";"Beetle";"LEMA";31;58;1;2
8;"F1";"Fly";"CHFU";18;256;8;3
8;"F1";NA;"BEMA";2;152;38;0
8;"F1";NA;"SCLA";7;31;1;0
8;"F1";NA;"SOAS";1;550;10;0
8;"F1";NA;"SPRU";34;1248;52;0
8;"F2";"Beetle";"LEMA";16;232;4;2
8;"F2";"Fly";"CHFU";20;456;6;2
8;"F2";NA;"BEMA";5;88;22;0
8;"F2";NA;"SCLA";1;62;2;0
8;"F2";NA;"SPRU";39;2736;114;0
8;"F3";"Beetle";"LEMA";7;116;2;1
8;"F3";"Fly";"CHFU";20;92;4;5
8;"F3";NA;"BEMA";6;212;53;0
8;"F3";NA;"SOAS";1;110;2;0
8;"F3";NA;"SPRU";26;1032;43;0
8;"F4";"Beetle";"LEMA";13;290;5;1
8;"F4";"Fly";"CHFU";12;120;4;2
8;"F4";NA;"SOAS";8;165;3;0
8;"F4";NA;"SPRU";5;1512;63;0
8;"F5";"Bee";"LEMA";17;464;8;1
8;"F5";"Bee";"MESU";17;24,0416666666667;24,0416666666667;1
8;"F5";"Bee";"PUPA";26;7,25925925925926;7,25925925925926;6
8;"F5";"Beetle";"LEMA";17;464;8;1
8;"F5";"Fly";"BEMA";8;32;8;1
8;"F5";"Fly";"CHFU";19;92;2;1
8;"F5";"Fly";"LEMA";17;464;8;2
8;"F5";NA;"SOAS";7;275;5;0
8;"F5";NA;"SPRU";4;816;34;0
8;"F6";"Bee";"LEMA";40;85;5;1
8;"F6";"Bee";"MESU";8;24,0416666666667;24,0416666666667;9
8;"F6";"Beetle";"LEMA";40;85;5;7
8;"F6";"Beetle";"PUPA";42;65,3333333333333;7,25925925925926;1
8;"F6";"Butterfly";"LEMA";40;85;5;3
8;"F6";"Fly";"LEMA";40;85;5;2
8;"F6";"Fly";"MESU";8;24,0416666666667;24,0416666666667;1
8;"F6";NA;"BEMA";8;20;5;0
8;"F6";NA;"CHFU";13;64;2;0
8;"F6";NA;"SOAS";5;165;3;0
9;"A1";"Bee";"CHFU";1;143,483870967742;4,48387096774194;1
9;"A1";"Beetle";"CHFU";1;143,483870967742;4,48387096774194;5
9;"A1";"Beetle";"LEMA";4;232;4;2
9;"A1";NA;"BEMA";1;76;19;0
9;"A1";NA;"PUPA";1;115;5;0
9;"A1";NA;"SCLA";23;186;6;0
9;"A1";NA;"SOAS";9;660;12;0
9;"A2";"Beetle";"CHFU";1;96;3;3
9;"A2";"Beetle";"LEMA";3;362,967741935484;6,25806451612903;1
9;"A2";NA;"BEMA";2;48;12;0
9;"A2";NA;"CETE";1;1776;16;0
9;"A2";NA;"CHMI";4;105;7,5;0
9;"A2";NA;"SCLA";20;186;6;0
9;"A2";NA;"SOAS";14;1210;22;0
9;"A3";"Beetle";"LEMA";3;522;9;3
9;"A3";NA;"BEMA";1;32;8;0
9;"A3";NA;"CETE";1;333;3;0
9;"A3";NA;"SCLA";17;310;10;0
9;"A3";NA;"SOAS";25;1430;26;0
9;"A4";"Beetle";"LEMA";3;290;5;2
9;"A4";NA;"BEMA";1;32;8;0
9;"A4";NA;"CETE";5;999;9;0
9;"A4";NA;"SCLA";26;93;3;0
9;"A4";NA;"SOAS";34;1430;26;0
9;"A5";"Beetle";"CHFU";1;96;3;1
9;"A5";"Beetle";"LEMA";2;174;3;1
9;"A5";NA;"CETE";4;666;6;0
9;"A5";NA;"MESU";1;6;6;0
9;"A5";NA;"SCLA";27;186;6;0
9;"A5";NA;"SOAS";18;715;13;0
9;"A6";"Beetle";"CHFU";5;64;4;6
9;"A6";NA;"CETE";6;222;2;0
9;"A6";NA;"LEMA";16;580;10;0
9;"A6";NA;"SCLA";7;124;4;0
9;"A6";NA;"SOAS";22;385;7;0
9;"B1";"Beetle";"CHFU";14;265;5;9
9;"B1";"Beetle";"LEMA";9;406;7;8
9;"B1";"Fly";"LEMA";9;406;7;3
9;"B1";NA;"BEMA";4;24;6;0
9;"B1";NA;"CETE";1;1776;16;0
9;"B1";NA;"CHMI";1;56;4;0
9;"B1";NA;"SCLA";21;155;5;0
9;"B1";NA;"SOAS";17;1210;22;0
9;"B2";"Beetle";"CHFU";4;56;2;2
9;"B2";"Beetle";"LEMA";10;696;12;5
9;"B2";"Fly";"CHFU";4;56;2;1
9;"B2";NA;"CETE";4;2664;24;0
9;"B2";NA;"SCLA";27;279;9;0
9;"B2";NA;"SOAS";7;990;18;0
9;"B3";"Beetle";"CHFU";1;32;1;1
9;"B3";"Beetle";"LEMA";6;870;15;6
9;"B3";"Fly";"LEMA";6;870;15;2
9;"B3";NA;"BEMA";1;16;4;0
9;"B3";NA;"CETE";6;555;5;0
9;"B3";NA;"SCLA";16;186;6;0
9;"B4";"Beetle";"CHFU";1;143,483870967742;4,48387096774194;1
9;"B4";"Beetle";"CHMI";1;70;5;1
9;"B4";"Beetle";"LEMA";9;232;4;9
9;"B4";NA;"BEMA";1;12;3;0
9;"B4";NA;"CETE";2;1332;12;0
9;"B4";NA;"SCLA";20;155;5;0
9;"B4";NA;"SOAS";36;1155;21;0
9;"B5";"Bee";"LEMA";1;362,967741935484;6,25806451612903;1
9;"B5";"Beetle";"LEMA";1;362,967741935484;6,25806451612903;2
9;"B5";NA;"CETE";1;1110;10;0
9;"B5";NA;"CHFU";2;64;2;0
9;"B5";NA;"SCLA";22;93;3;0
9;"B5";NA;"SOAS";22;825;15;0
9;"B6";"Beetle";"CHFU";2;18;1;1
9;"B6";"Fly";"PUPA";12;315,611111111111;13,7222222222222;1
9;"B6";NA;"BEMA";4;28;7;0
9;"B6";NA;"CETE";6;1887;17;0
9;"B6";NA;"LEMA";8;116;2;0
9;"B6";NA;"SCLA";10;279;9;0
9;"B6";NA;"SOAS";26;3960;72;0
9;"C1";"Bee";"CHFU";22;0;7;1
9;"C1";"Beetle";"CHFU";22;0;7;7
9;"C1";"Beetle";"LEMA";6;464;8;9
9;"C1";NA;"BEMA";6;144;36;0
9;"C1";NA;"CETE";4;444;4;0
9;"C1";NA;"SCLA";13;155;5;0
9;"C1";NA;"SOAS";24;1540;28;0
9;"C2";"Beetle";"CHFU";14;464;8;4
9;"C2";"Beetle";"LEMA";17;464;8;4
9;"C2";NA;"CETE";3;703;6,33333333333333;0
9;"C2";NA;"SCLA";4;155;5;0
9;"C2";NA;"SOAS";27;1430;26;0
9;"C3";"Beetle";"CHFU";17;62;2;3
9;"C3";"Beetle";"LEMA";7;290;5;4
9;"C3";"Beetle";"SCLA";6;248;8;1
9;"C3";"Fly";"BEMA";8;24;6;2
9;"C3";NA;"SOAS";21;1045;19;0
9;"C4";"Beetle";"CHFU";7;32;1;1
9;"C4";"Beetle";"LEMA";12;406;7;6
9;"C4";NA;"SCLA";15;248;8;0
9;"C4";NA;"SOAS";24;770;14;0
9;"C5";"Beetle";"CHFU";5;121,5;3;2
9;"C5";"Beetle";"LEMA";10;362,967741935484;6,25806451612903;6
9;"C5";NA;"SCLA";19;124;4;0
9;"C5";NA;"SOAS";30;220;4;0
9;"C6";"Beetle";"LEMA";4;174;3;5
9;"C6";"Beetle";"SOAS";42;990;18;1
9;"C6";NA;"CHFU";1;96;3;0
9;"C6";NA;"SCLA";6;124;4;0
9;"D1";"Bee";"CHFU";11;105;7;1
9;"D1";"Beetle";"CHFU";11;105;7;1
9;"D1";"Beetle";"LEMA";15;348;6;4
9;"D1";"Beetle";"SOAS";12;2530;46;2
9;"D1";"Fly";"LEMA";15;348;6;1
9;"D1";NA;"BEMA";6;28;7;0
9;"D2";"Bee";"CHFU";19;57;6;1
9;"D2";"Beetle";"CHFU";19;57;6;2
9;"D2";"Beetle";"LEMA";9;270;9;4
9;"D2";"Fly";"CHFU";19;57;6;1
9;"D2";"Fly";"LEMA";9;270;9;1
9;"D2";NA;"BEMA";10;16;4;0
9;"D2";NA;"CETE";11;1110;10;0
9;"D2";NA;"PUPA";2;161;7;0
9;"D2";NA;"SOAS";13;1540;28;0
9;"D3";"Bee";"CHFU";35;795;10;3
9;"D3";"Beetle";"LEMA";4;232;4;6
9;"D3";"Butterfly";"LEMA";4;232;4;1
9;"D3";"Fly";"CHFU";35;795;10;2
9;"D3";NA;"BEMA";14;48;12;0
9;"D3";NA;"CETE";12;1221;11;0
9;"D3";NA;"SOAS";9;880;16;0
9;"D4";"Bee";"CHFU";20;143,483870967742;4,48387096774194;2
9;"D4";"Beetle";"CHFU";20;143,483870967742;4,48387096774194;3
9;"D4";"Beetle";"LEMA";13;362,967741935484;6,25806451612903;1
9;"D4";NA;"CETE";1;333;3;0
9;"D5";"Bee";"LEMA";8;720;15;1
9;"D5";"Bee";"PUPA";7;48;4;1
9;"D5";"Beetle";"LEMA";8;720;15;1
9;"D5";"Fly";"CHFU";10;50;2;1
9;"D5";NA;"BEMA";4;56;14;0
9;"D5";NA;"CETE";6;555;5;0
9;"D5";NA;"SCLA";21;558;18;0
9;"D5";NA;"SOAS";23;1485;27;0
9;"D6";"Bee";"PUPA";1;1138,94444444444;13,7222222222222;6
9;"D6";"Beetle";"CHFU";10;60;3;3
9;"D6";"Beetle";"LEMA";7;754;13;2
9;"D6";NA;"BEMA";2;80;20;0
9;"D6";NA;"CHMI";2;56;4;0
9;"D6";NA;"SCLA";18;310;10;0
9;"D6";NA;"SOAS";9;1760;32;0
9;"E1";"Bee";"CHFU";36;84;4;1
9;"E1";"Bee";"PUPA";14;656;16;1
9;"E1";"Beetle";"CHFU";36;84;4;4
9;"E1";"Beetle";"LEMA";7;42;2;2
9;"E1";NA;"BEMA";13;80;20;0
9;"E1";NA;"CETE";11;1887;17;0
9;"E1";NA;"SOAS";18;715;13;0
9;"E2";"Bee";"CHFU";4;16;1;3
9;"E2";"Beetle";"CHFU";4;16;1;1
9;"E2";"Fly";"LEMA";1;116;2;3
9;"E2";"Fly";"SCLA";1;207,08;6,68;1
9;"E2";NA;"BEMA";4;72;18;0
9;"E2";NA;"PUPA";1;483;21;0
9;"E2";NA;"SOAS";3;110;2;0
9;"E2";NA;"SPRU";35;432;18;0
9;"E3";"Bee";"CHFU";23;240;12;3
9;"E3";"Beetle";"CHFU";23;240;12;3
9;"E3";"Beetle";"LEMA";3;174;3;3
9;"E3";NA;"BEMA";8;24;6;0
9;"E3";NA;"CETE";6;777;7;0
9;"E3";NA;"SOAS";7;275;5;0
9;"E4";"Beetle";"CHFU";17;448;8;3
9;"E4";"Beetle";"LEMA";7;580;10;2
9;"E4";"Butterfly";"PUPA";1;315,611111111111;13,7222222222222;2
9;"E4";"Fly";"CHFU";17;448;8;1
9;"E4";NA;"BEMA";9;32;8;0
9;"E4";NA;"CETE";8;2053,5;18,5;0
9;"E4";NA;"SCLA";1;527;17;0
9;"E5";"Bee";"CHFU";13;252;6;10
9;"E5";"Beetle";"CHFU";13;252;6;1
9;"E5";"Beetle";"LEMA";3;290;5;3
9;"E5";NA;"BEMA";8;40;10;0
9;"E5";NA;"CETE";5;555;5;0
9;"E5";NA;"PUPA";3;218,5;9,5;0
9;"E5";NA;"SCLA";4;155;5;0
9;"E5";NA;"SOAS";30;1320;24;0
9;"E6";"Bee";"CHFU";8;64;2;1
9;"E6";"Bee";"LEMA";14;348;6;1
9;"E6";"Beetle";"CHFU";8;64;2;4
9;"E6";"Beetle";"LEMA";14;348;6;8
9;"E6";"Fly";"CETE";3;222;2;1
9;"E6";"Fly";"LEMA";14;348;6;1
9;"E6";NA;"BEMA";2;16;4;0
9;"E6";NA;"PUPA";9;253;11;0
9;"E6";NA;"SCLA";14;93;3;0
9;"E6";NA;"SOAS";18;1100;20;0
9;"F1";"Beetle";"LEMA";1;174;3;1
9;"F1";"Fly";"CHFU";9;225;5;2
9;"F1";NA;"BEMA";5;56;14;0
9;"F1";NA;"PUPA";15;414;18;0
9;"F1";NA;"SPRU";38;336;14;0
9;"F2";"Bee";"CHFU";19;32;1;1
9;"F2";NA;"BEMA";2;40;10;0
9;"F2";NA;"SPRU";49;144;6;0
9;"F3";"Bee";"CHFU";15;64;2;1
9;"F3";NA;"BEMA";5;52;13;0
9;"F3";NA;"LEMA";1;58;1;0
9;"F3";NA;"SPRU";42;576;24;0
9;"F4";"Beetle";"CHFU";14;64;2;1
9;"F4";"Fly";"CHFU";14;64;2;5
9;"F4";NA;"BEMA";2;16;4;0
9;"F4";NA;"CETE";1;888;8;0
9;"F4";NA;"LEMA";1;58;1;0
9;"F5";"Bee";"CHFU";18;160;5;6
9;"F5";"Beetle";"CHFU";18;160;5;2
9;"F5";"Fly";"CHFU";18;160;5;5
9;"F5";NA;"BEMA";18;56;14;0
9;"F5";NA;"CETE";26;666;6;0
9;"F5";NA;"LEMA";1;116;2;0
9;"F5";NA;"SCLA";1;31;1;0
9;"F5";NA;"SOAS";3;275;5;0
9;"F5";NA;"SPRU";16;336;14;0
9;"F6";"Bee";"CHFU";20;1242;18;2
9;"F6";"Beetle";"CHFU";20;1242;18;3
9;"F6";"Beetle";"LEMA";8;580;10;4
9;"F6";"Fly";"CHFU";20;1242;18;3
9;"F6";"Fly";"LEMA";8;580;10;1
9;"F6";NA;"BEMA";8;32;8;0
9;"F6";NA;"CETE";8;1776;16;0
9;"F6";NA;"PUPA";8;736;32;0
9;"F6";NA;"SCLA";8;217;7;0
9;"F6";NA;"SOAS";16;825;15;0
